"","Keys","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"906","4343390","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Sufflavibacter","s__maritimus"
"907","2973848","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Tamlana","s__agarivorans"
"908","4423873","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Tenacibaculum","s__"
"909","162582","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Ulvibacter","s__"
"910","4447129","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Vitellibacter","s__aestuarii"
"911","1999591","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Winogradskyella","s__"
"912","552208","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Xanthobacillum","s__maris"
"913","719400","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Yeosuana","s__aromativorans"
"914","1680562","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Zeaxanthinibacter","s__enoshimensis"
"915","813903","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Zhouia","s__"
"916","82529","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Zobellia","s__"
"917","583037","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__NS9","g__","s__"
"918","840858","k__Bacteria","p__Bacteroidetes","c__SB-5","o__","f__","g__","s__"
"919","3069121","k__Bacteria","p__Bacteroidetes","c__SM1A07","o__","f__","g__","s__"
"920","4358486","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__","g__","s__"
"921","194302","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__NS11-12","g__","s__"
"922","3431050","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__","s__"
"923","2485","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Cytophagales","s__QSSC5-1"
"924","1122031","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__kameinonensis"
"925","1793596","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Olivibacter","s__"
"926","4424463","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Parapedobacter","s__soli"
"927","3485581","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__saltans"
"928","4423885","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Solitalea","s__canadensis"
"929","3389268","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Sphingobacterium","s__multivorum"
"930","2126370","k__Bacteria","p__Bacteroidetes","c__VC2_1_Bac22","o__","f__","g__","s__"
"931","4382622","k__Bacteria","p__BHI80-139","c__","o__","f__","g__","s__"
"932","267082","k__Bacteria","p__BHI80-139","c__bOHTK-109","o__","f__","g__","s__"
"933","265819","k__Bacteria","p__BHI80-139","c__MD2896-B26","o__","f__","g__","s__"
"934","4413397","k__Bacteria","p__BRC1","c__","o__","f__","g__","s__"
"935","256647","k__Bacteria","p__BRC1","c__NPL-UPA2","o__","f__","g__","s__"
"936","4326102","k__Bacteria","p__BRC1","c__PRR-11","o__","f__","g__","s__"
"937","554780","k__Bacteria","p__Caldiserica","c__Caldisericia","o__Caldisericales","f__","g__","s__"
"938","553681","k__Bacteria","p__Caldiserica","c__Caldisericia","o__Caldisericales","f__Caldisericaceae","g__","s__"
"939","254219","k__Bacteria","p__Caldiserica","c__Caldisericia","o__Caldisericales","f__Caldisericaceae","g__Caldisericum","s__"
"940","677613","k__Bacteria","p__Caldiserica","c__OP5","o__","f__","g__","s__"
"941","2629689","k__Bacteria","p__Caldiserica","c__OP5","o__LF045","f__","g__","s__"
"942","2657","k__Bacteria","p__Caldiserica","c__OP5","o__WCHB1-02","f__","g__","s__"
"943","349253","k__Bacteria","p__Caldiserica","c__OP5","o__WCHB1-02","f__SHBZ1169","g__","s__"
"944","217919","k__Bacteria","p__Caldiserica","c__TTA-B1","o__","f__","g__","s__"
"945","4361628","k__Bacteria","p__Caldiserica","c__WCHB1-03","o__","f__","g__","s__"
"946","262785","k__Bacteria","p__Caldithrix","c__Caldithrixae","o__Caldithrixales","f__","g__","s__"
"947","1722512","k__Bacteria","p__Caldithrix","c__Caldithrixae","o__Caldithrixales","f__BA059","g__","s__"
"948","802012","k__Bacteria","p__Caldithrix","c__Caldithrixae","o__Caldithrixales","f__Caldithrixaceae","g__","s__"
"949","575437","k__Bacteria","p__Caldithrix","c__Caldithrixae","o__Caldithrixales","f__Caldithrixaceae","g__Caldithrix","s__"
"950","515166","k__Bacteria","p__Caldithrix","c__Caldithrixae","o__Caldithrixales","f__Caldithrixaceae","g__LCP-26","s__"
"951","2461082","k__Bacteria","p__CD12","c__","o__","f__","g__","s__"
"952","3322007","k__Bacteria","p__Chlamydiae","c__","o__","f__","g__","s__"
"953","108673","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__","f__","g__","s__"
"954","1107727","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__","g__","s__"
"955","158932","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Chlamydiaceae","g__","s__"
"956","2534710","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Chlamydiaceae","g__Chlamydia","s__"
"957","820546","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Chlamydiaceae","g__Chlamydophila","s__caviae"
"958","1104614","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Criblamydiaceae","g__","s__"
"959","152262","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Criblamydiaceae","g__Criblamydia","s__sequanensis"
"960","320922","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Criblamydiaceae","g__Estrella","s__lausannensis"
"961","23644","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Parachlamydiaceae","g__","s__"
"962","542789","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Parachlamydiaceae","g__Candidatus Protochlamydia","s__"
"963","656502","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Parachlamydiaceae","g__Neochlamydia","s__hartmannellae"
"964","4360679","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Parachlamydiaceae","g__Parachlamydia","s__"
"965","543064","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Rhabdochlamydiaceae","g__Candidatus Rhabdochlamydia","s__"
"966","217851","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Simkaniaceae","g__","s__"
"967","89923","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Simkaniaceae","g__Fritschea","s__eriococci"
"968","2574952","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Simkaniaceae","g__Simkania","s__negevensis Z"
"969","566951","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Waddliaceae","g__","s__"
"970","100535","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Waddliaceae","g__Waddlia","s__"
"971","4372422","k__Bacteria","p__Chlorobi","c__","o__","f__","g__","s__"
"972","4414884","k__Bacteria","p__Chlorobi","c__BSV26","o__","f__","g__","s__"
"973","209782","k__Bacteria","p__Chlorobi","c__BSV26","o__A89","f__","g__","s__"
"974","806394","k__Bacteria","p__Chlorobi","c__BSV26","o__BSN164","f__","g__","s__"
"975","284387","k__Bacteria","p__Chlorobi","c__BSV26","o__C20","f__","g__","s__"
"976","103181","k__Bacteria","p__Chlorobi","c__BSV26","o__PK329","f__","g__","s__"
"977","102198","k__Bacteria","p__Chlorobi","c__BSV26","o__VC38","f__","g__","s__"
"978","39737","k__Bacteria","p__Chlorobi","c__Chlorobia","o__[Chloroherpetales]","f__","g__","s__"
"979","347501","k__Bacteria","p__Chlorobi","c__Chlorobia","o__[Chloroherpetales]","f__[Chloroherpetaceae]","g__Chloroherpeton","s__"
"980","750262","k__Bacteria","p__Chlorobi","c__Chlorobia","o__[Chloroherpetales]","f__SM1B02","g__","s__"
"981","560823","k__Bacteria","p__Chlorobi","c__Chlorobia","o__Chlorobiales","f__Chlorobiaceae","g__","s__"
"982","114664","k__Bacteria","p__Chlorobi","c__Chlorobia","o__Chlorobiales","f__Chlorobiaceae","g__Chlorobaculum","s__"
"983","130684","k__Bacteria","p__Chlorobi","c__Chlorobia","o__Chlorobiales","f__Chlorobiaceae","g__Chlorobium","s__limicola"
"984","143806","k__Bacteria","p__Chlorobi","c__Chlorobia","o__Chlorobiales","f__Chlorobiaceae","g__Pelodictyon","s__luteolum"
"985","589155","k__Bacteria","p__Chlorobi","c__Chlorobia","o__Chlorobiales","f__Chlorobiaceae","g__Prosthecochloris","s__"
"986","2843099","k__Bacteria","p__Chlorobi","c__Ignavibacteria","o__Ignavibacteriales","f__","g__","s__"
"987","4387323","k__Bacteria","p__Chlorobi","c__Ignavibacteria","o__Ignavibacteriales","f__[Melioribacteraceae]","g__","s__"
"988","149985","k__Bacteria","p__Chlorobi","c__Ignavibacteria","o__Ignavibacteriales","f__Ignavibacteriaceae","g__","s__"
"989","588053","k__Bacteria","p__Chlorobi","c__Ignavibacteria","o__Ignavibacteriales","f__Ignavibacteriaceae","g__Ignavibacterium","s__"
"990","4339599","k__Bacteria","p__Chlorobi","c__Ignavibacteria","o__Ignavibacteriales","f__lheB3-7","g__","s__"
"991","147607","k__Bacteria","p__Chlorobi","c__Ignavibacteria","o__Ignavibacteriales","f__OTUb7","g__","s__"
"992","4428582","k__Bacteria","p__Chlorobi","c__Ignavibacteria","o__SM1H02","f__","g__","s__"
"993","2154670","k__Bacteria","p__Chlorobi","c__OPB56","o__","f__","g__","s__"
"994","1062255","k__Bacteria","p__Chlorobi","c__SJA-28","o__","f__","g__","s__"
"995","831877","k__Bacteria","p__Chloroflexi","c__","o__","f__","g__","s__"
"996","275115","k__Bacteria","p__Chloroflexi","c__[Thermobacula]","o__[Thermobaculales]","f__[Thermobaculaceae]","g__","s__"
"997","554719","k__Bacteria","p__Chloroflexi","c__[Thermobacula]","o__[Thermobaculales]","f__[Thermobaculaceae]","g__Thermobaculum","s__"
"998","1122145","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__","f__","g__","s__"
"999","143790","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__A31","f__","g__","s__"
"1000","3225491","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__A31","f__S47","g__","s__"
"1001","4331447","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Anaerolineales","f__Anaerolinaceae","g__","s__"
"1002","4381917","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Anaerolineales","f__Anaerolinaceae","g__Anaerolinea","s__"
"1003","539019","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Anaerolineales","f__Anaerolinaceae","g__Bellilinea","s__"
"1004","1773999","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Anaerolineales","f__Anaerolinaceae","g__C1_B004","s__"
"1005","1142320","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Anaerolineales","f__Anaerolinaceae","g__Leptolinea","s__tardivitalis"
"1006","1129499","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Anaerolineales","f__Anaerolinaceae","g__Levilinea","s__saccharolytica"
"1007","4335851","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Anaerolineales","f__Anaerolinaceae","g__Longilinea","s__"
"1008","90530","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Anaerolineales","f__Anaerolinaceae","g__SHD-14","s__"
"1009","4427564","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Anaerolineales","f__Anaerolinaceae","g__SHD-231","s__"
"1010","4323163","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Anaerolineales","f__Anaerolinaceae","g__T78","s__"
"1011","741587","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Anaerolineales","f__Anaerolinaceae","g__Thermanaerothrix","s__daxensis"
"1012","4300547","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Anaerolineales","f__Anaerolinaceae","g__WCHB1-05","s__"
"1013","4340031","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Ardenscatenales","f__Ardenscatenaceae","g__Ardenscatena","s__"
"1014","169965","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Caldilineales","f__","g__","s__"
"1015","357330","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Caldilineales","f__Caldilineaceae","g__","s__"
"1016","1117883","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Caldilineales","f__Caldilineaceae","g__Caldilinea","s__"
"1017","4468915","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__Caldilineales","f__Caldilineaceae","g__Litorilinea","s__aerophila"
"1018","828851","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__CFB-26","f__","g__","s__"
"1019","4456127","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__DRC31","f__","g__","s__"
"1020","533097","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__envOPS12","f__","g__","s__"
"1021","572498","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__GCA004","f__","g__","s__"
"1022","4332975","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__H39","f__","g__","s__"
"1023","2681246","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__MSB-1E9","f__","g__","s__"
"1024","659491","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__O4D2Z37","f__","g__","s__"
"1025","4385290","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__OPB11","f__","g__","s__"
"1026","4437560","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__pLW-97","f__","g__","s__"
"1027","1122641","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__S0208","f__","g__","s__"
"1028","4350798","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__SB-34","f__","g__","s__"
"1029","328748","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__SBR1031","f__","g__","s__"
"1030","1054927","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__SBR1031","f__A4b","g__","s__"
"1031","1301","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__SBR1031","f__oc28","g__","s__"
"1032","159106","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__SBR1031","f__SHA-31","g__","s__"
"1033","4380917","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__SBR1031","f__SJA-101","g__","s__"
"1034","55534","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__SHA-20","f__","g__","s__"
"1035","4424964","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__SJA-15","f__","g__","s__"
"1036","216153","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__WCHB1-50","f__","g__","s__"
"1037","518263","k__Bacteria","p__Chloroflexi","c__C0119","o__","f__","g__","s__"
"1038","3233655","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__[Roseiflexales]","f__","g__","s__"
"1039","4381531","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__[Roseiflexales]","f__[Kouleothrixaceae]","g__","s__"
"1040","807866","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__[Roseiflexales]","f__[Kouleothrixaceae]","g__Kouleothrix","s__"
"1041","3650966","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__[Roseiflexales]","f__[Roseiflexaceae]","g__","s__"
"1042","213454","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__[Roseiflexales]","f__[Roseiflexaceae]","g__Roseiflexus","s__"
"1043","1125819","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__AKIW781","f__","g__","s__"
"1044","237118","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__Chloroflexales","f__","g__","s__"
"1045","3362400","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__Chloroflexales","f__[Chlorothrixaceae]","g__","s__"
"1046","133760","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__Chloroflexales","f__[Chlorothrixaceae]","g__Candidatus Chlorothrix","s__"
"1047","4370877","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__Chloroflexales","f__01D2Z48","g__","s__"
"1048","205192","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__Chloroflexales","f__Chloroflexaceae","g__","s__"
"1049","1110320","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__Chloroflexales","f__Chloroflexaceae","g__Chloroflexus","s__"
"1050","4156150","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__Chloroflexales","f__Chloroflexaceae","g__Chloronema","s__"
"1051","688513","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__Chloroflexales","f__FFCH7168","g__","s__"
"1052","547165","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__Chloroflexales","f__Oscillochloridaceae","g__Oscillochloris","s__trichoides"
"1053","4468903","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__Chloroflexales","f__SBYO_3720","g__","s__"
"1054","4156155","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__Chloroflexales","f__YCB18","g__","s__"
"1055","4423139","k__Bacteria","p__Chloroflexi","c__Chloroflexi","o__Herpetosiphonales","f__","g__","s__"
"1056","2786764","k__Bacteria","p__Chloroflexi","c__Dehalococcoidetes","o__","f__","g__","s__"
"1057","144062","k__Bacteria","p__Chloroflexi","c__Dehalococcoidetes","o__Dehalococcoidales","f__","g__","s__"
"1058","111951","k__Bacteria","p__Chloroflexi","c__Dehalococcoidetes","o__Dehalococcoidales","f__Dehalococcoidaceae","g__","s__"
"1059","29714","k__Bacteria","p__Chloroflexi","c__Dehalococcoidetes","o__Dehalococcoidales","f__Dehalococcoidaceae","g__Dehalococcoides","s__"
"1060","4356738","k__Bacteria","p__Chloroflexi","c__Dehalococcoidetes","o__Dehalococcoidales","f__Dehalococcoidaceae","g__Dehalogenimonas","s__"
"1061","250870","k__Bacteria","p__Chloroflexi","c__Dehalococcoidetes","o__FS117-23B-02","f__","g__","s__"
"1062","4417740","k__Bacteria","p__Chloroflexi","c__Dehalococcoidetes","o__GIF9","f__","g__","s__"
"1063","113651","k__Bacteria","p__Chloroflexi","c__Ellin6529","o__","f__","g__","s__"
"1064","4380500","k__Bacteria","p__Chloroflexi","c__Gitt-GS-136","o__","f__","g__","s__"
"1065","52036","k__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__","f__","g__","s__"
"1066","556710","k__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__B10-SB3A","f__","g__","s__"
"1067","222456","k__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__B12-WMSP1","f__","g__","s__"
"1068","4416841","k__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Elev-1554","f__","g__","s__"
"1069","131487","k__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__JG30-KF-AS9","f__","g__","s__"
"1070","160219","k__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__","s__"
"1071","4388004","k__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__FFCH10602","s__"
"1072","4348445","k__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Ktedonobacterales","f__Ktedonobacteraceae","g__Ktedonobacter","s__racemifer"
"1073","554941","k__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Thermogemmatisporales","f__","g__","s__"
"1074","178300","k__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Thermogemmatisporales","f__Thermogemmatisporaceae","g__","s__"
"1075","614917","k__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__Thermogemmatisporales","f__Thermogemmatisporaceae","g__Thermogemmatispora","s__"
"1076","536947","k__Bacteria","p__Chloroflexi","c__Ktedonobacteria","o__TK10","f__","g__","s__"
"1077","2181348","k__Bacteria","p__Chloroflexi","c__MVP-21","o__","f__","g__","s__"
"1078","225131","k__Bacteria","p__Chloroflexi","c__P2-11E","o__","f__","g__","s__"
"1079","207269","k__Bacteria","p__Chloroflexi","c__S085","o__","f__","g__","s__"
"1080","633387","k__Bacteria","p__Chloroflexi","c__SAR202","o__","f__","g__","s__"
"1081","4410125","k__Bacteria","p__Chloroflexi","c__SHA-26","o__","f__","g__","s__"
"1082","4345059","k__Bacteria","p__Chloroflexi","c__SL56","o__","f__","g__","s__"
"1083","207509","k__Bacteria","p__Chloroflexi","c__Thermomicrobia","o__","f__","g__","s__"
"1084","4442689","k__Bacteria","p__Chloroflexi","c__Thermomicrobia","o__AKYG1722","f__","g__","s__"
"1085","1040109","k__Bacteria","p__Chloroflexi","c__Thermomicrobia","o__Ellin6537","f__","g__","s__"
"1086","1116836","k__Bacteria","p__Chloroflexi","c__Thermomicrobia","o__JG30-KF-CM45","f__","g__","s__"
"1087","651143","k__Bacteria","p__Chloroflexi","c__Thermomicrobia","o__Sphaerobacterales","f__","g__","s__"
"1088","2261538","k__Bacteria","p__Chloroflexi","c__Thermomicrobia","o__Thermomicrobiales","f__","g__","s__"
"1089","2629538","k__Bacteria","p__Chloroflexi","c__TK10","o__","f__","g__","s__"
"1090","4390725","k__Bacteria","p__Chloroflexi","c__TK10","o__AKYG885","f__","g__","s__"
"1091","219565","k__Bacteria","p__Chloroflexi","c__TK10","o__AKYG885","f__5B-12","g__","s__"
"1092","113599","k__Bacteria","p__Chloroflexi","c__TK10","o__AKYG885","f__Dolo_23","g__","s__"
"1093","1123152","k__Bacteria","p__Chloroflexi","c__TK10","o__B07_WMSP1","f__","g__","s__"
"1094","204422","k__Bacteria","p__Chloroflexi","c__TK10","o__B07_WMSP1","f__FFCH4570","g__","s__"
"1095","4297669","k__Bacteria","p__Chloroflexi","c__TK17","o__","f__","g__","s__"
"1096","4337729","k__Bacteria","p__Chloroflexi","c__TK17","o__mle1-48","f__","g__","s__"
"1097","3884513","k__Bacteria","p__Chloroflexi","c__TK17","o__TK18","f__","g__","s__"
"1098","1875","k__Bacteria","p__Chrysiogenetes","c__Chrysiogenetes","o__Chrysiogenales","f__Chrysiogenaceae","g__Chrysiogenes","s__arsenatis"
"1099","539552","k__Bacteria","p__Chrysiogenetes","c__Chrysiogenetes","o__Chrysiogenales","f__Chrysiogenaceae","g__Desulfurispirillum","s__"
"1100","166338","k__Bacteria","p__Cyanobacteria","c__","o__","f__","g__","s__"
"1101","827771","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__","f__","g__","s__"
"1102","4338567","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__MLE1-12","f__","g__","s__"
"1103","225363","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__SM1D11","f__","g__","s__"
"1104","38040","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__SM2F09","f__","g__","s__"
"1105","520087","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__YS2","f__","g__","s__"
"1106","512475","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__","f__","g__","s__"
"1107","140201","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__CAB-I","f__","g__","s__"
"1108","836974","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Cercozoa","f__","g__","s__"
"1109","3451","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Cercozoa","f__Chlorarachniophyceae","g__","s__"
"1110","3450","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Cercozoa","f__Chlorarachniophyceae","g__Chlorarachnion","s__reptans"
"1111","2743763","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__","g__","s__"
"1112","680279","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Chlamydomonadaceae","g__","s__"
"1113","4351400","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Chlamydomonadaceae","g__Acutodesmus","s__obliquus"
"1114","4407066","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Chlamydomonadaceae","g__Carteria","s__cerasiformis"
"1115","369386","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Chlamydomonadaceae","g__Chlamydomonas","s__reinhardtii"
"1116","4341712","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Chlamydomonadaceae","g__Dunaliella","s__tertiolecta"
"1117","814161","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Chlamydomonadaceae","g__Haematococcus","s__pluvialis"
"1118","4213092","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Chlamydomonadaceae","g__Hydrodictyon","s__reticulatum"
"1119","1112584","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Chlamydomonadaceae","g__Oophila","s__amblystomatis"
"1120","4466931","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Chlamydomonadaceae","g__Spermatozopsis","s__exsultans"
"1121","161609","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Mamiellaceae","g__","s__"
"1122","4375255","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Mamiellaceae","g__Bathycoccus","s__prasinos"
"1123","748921","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Mamiellaceae","g__Mamiella","s__gilva"
"1124","68830","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Mamiellaceae","g__Mantoniella","s__squamata"
"1125","738267","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Mamiellaceae","g__Micromonas","s__pusilla"
"1126","2960735","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Mamiellaceae","g__Ostreococcus","s__tauri"
"1127","130918","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Trebouxiophyceae","g__","s__"
"1128","3497","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Trebouxiophyceae","g__Chloroidium","s__saccharophilum"
"1129","791732","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Trebouxiophyceae","g__Coccomyxa","s__solorinae-saccatae"
"1130","588095","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Ulvophyceae","g__","s__"
